# Simplified map of mainland French administrative areas. Data source https://gadm.org/download_country.html
194
5.623747825000123 45.61326980700011 1 2 3
5.1010675420001235 45.81337738100018 0 4 5
5.831226349000076 45.938461303000054 0 10 12
6.260566235000056 45.12684631400003 0 33 46
4.780213357000093 46.17667770300011 1 6 7
4.756935596000119 45.45570755099999 1 30 7
5.3105611790001035 46.4467735290001 4 8 9
4.3880796420000365 46.21978759799998 4 5 21
6.064008713000078 46.416225433000136 6 10 11
5.2552361490001545 46.97988891600005 6 48 57
5.9560632710001755 46.132087708000086 2 8 12
6.1381087300001695 46.557659150000006 8 59 61
6.815085887000066 45.782726288000106 2 10 46
2.565378904000056 46.14303970400016 14 15 16
3.6938915250000264 45.930957794000165 13 21 23
2.281047583000145 46.420406341000046 13 17 18
2.4921255120001433 45.737670899000136 13 40 47
3.032068253000091 46.79491043100006 15 19 20
2.167785644000105 46.42407608100007 15 90 91
3.629423617000157 46.74945831300005 17 21 22
2.8746252050000862 47.520423890000075 17 52 66
3.8995335090000935 46.2759132380001 7 14 19
4.115967274000184 47.123336793000135 19 50
3.897408485000085 45.357082367000146 14 28 42
3.998162986000011 44.459796906000065 25 26 27
3.86252737000018 44.74387359600013 24 28 29
4.649223804000144 44.27035903900003 24 32 35
3.3736481670001695 44.17076492300009 24 36 187
4.4831347460001325 45.23644638200011 23 25 30
3.361342668000134 44.971412660000055 25 36 42
4.755997180000065 45.36568069500015 5 28 31
4.800493717000165 45.29835891800013 30 32 33
4.650615215000073 44.32980728200016 26 31 34
5.801469803000089 44.70677948000014 3 31 43
5.49878787900019 44.11571884299997 32 43 45
4.73906135600015 43.92406845200003 26 188 189
2.981677054000045 44.64467620900007 27 29 37
2.2074751860000674 44.61553192100007 36 38 39
2.0629143720001366 44.97650527900015 37 40 41
1.8820827010000585 44.34007263100017 37 160 186
2.5084085470001014 45.47850799500003 16 38 42
1.448261499000182 45.01931381200018 38 152 159
3.1034982200001764 45.35437393300003 23 29 40
5.676037312000176 44.19143295300012 33 34 44
6.954267024000103 44.65407943800011 43 46 191
5.7573328020000645 43.729408263000096 34 192 189
6.632041455000149 45.10973739700012 3 12 44
1.8987307550001447 45.69827651999998 16 91 152
4.209834100000137 47.15541076599999 9 49 50
4.106085778000022 47.33925628800017 48 51 52
4.181901931000141 47.15051269600008 22 48
4.293424129000073 47.92567443900003 49 53 54
2.9765379430000394 47.569427491 20 49 67
4.704238415000077 48.020240784000066 51 55 56
3.4147915840000564 48.39027404800004 51 67 71
5.3740787500001375 47.60454177900016 53 57 58
4.670183181000141 48.531887054000094 53 71 119
5.518538952000085 47.30418777500017 9 55 59
5.884726524000143 47.92604827900004 55 62 64
5.698726178000015 47.265007019000166 11 57 60
6.80700540600003 47.56280136100014 59 61 62
6.939178945000037 47.43370056100002 11 60 63
6.823538781000138 47.81305313200005 58 60 65
7.130345820000173 47.50302505500014 61 65 69
5.470061778000058 48.42092895500008 58 119 123
6.846179962000008 47.82294464099999 62 63 68
2.2392137050000542 47.62097930900006 20 90 93
2.9363143439999817 48.163391114000035 52 54 70
7.198282241000072 48.310478211000145 65 69 121
7.577873231000126 48.12128830100011 63 68 120
2.4026641850000487 48.320720673000096 67 103 111
3.5556137560001275 48.62028503400006 54 56 115
-3.5648388859999613 48.18574523900014 73 74 75
-3.6497983939999585 48.66708374100017 72 76 75
-2.2872784129999673 48.13374710200003 72 78 80
-3.519305944999928 47.80306243900003 72 73 81
-2.125972999999931 48.60659800000019 73 77
-2.0026400099999364 48.56877136200018 76 78
-1.9698610309999367 48.536067962000175 74 77 79
-1.5782022479999114 48.640972138000166 78 83 84
-2.097035645999881 47.63135910099999 74 82 81
-2.457982301999948 47.447639466000055 75 80 89
-1.2458823909999523 47.77671814000013 80 85 88
-1.0701645619999454 48.50849533000019 79 85 86
-1.1172200449999536 49.34458160400004 79 146 138
-1.2382516859998987 47.80998992900015 82 83 87
-0.8603628879998837 48.50145721500007 83 146 98
-0.38170385399996576 47.760570526000095 85 109 98
-1.1485711339998943 47.02955246000016 82 158 89
-1.9823599999999715 47.0277481120001 81 88 156
1.8390792600000623 47.21930694700012 18 66 92
1.4151904570001648 46.347217559000114 18 47 105
1.3266655210000522 47.18622589200004 90 106 96
1.5201238390001208 47.98227691700015 66 94 103
0.8412172200000327 48.10306167700014 93 95 96
0.7976554630000692 48.19446182200005 94 97 98
0.6144312030001515 47.69421386800008 92 94 109
